9287 1.1112201267607703e-06 	 1.0 	 0.026111499980928987 	 0.9959065495207667
9288 1.0651836826056638e-06 	 1.0 	 0.02604865463819616 	 0.9958067092651757
9289 1.1608761273532764e-06 	 1.0 	 0.025439949293388324 	 0.996305910543131
9290 1.2400099461933677e-06 	 1.0 	 0.025324983624465527 	 0.9962060702875399
9291 1.0978697299913164e-06 	 1.0 	 0.02569375874121365 	 0.9962060702875399
9292 9.977792664635387e-07 	 1.0 	 0.026030930190212753 	 0.9958067092651757
9293 1.0668345255969313e-06 	 1.0 	 0.02540592405378604 	 0.9961062300319489
9294 1.0184631818077605e-06 	 1.0 	 0.025742447017417118 	 0.9959065495207667
9295 1.548608626407315e-06 	 1.0 	 0.025330315608895038 	 0.9962060702875399
9296 1.0382986873509025e-06 	 1.0 	 0.025767685684017463 	 0.9961062300319489
9297 1.062750654518254e-06 	 1.0 	 0.025145088761927486 	 0.9962060702875399
9298 1.1610945932176264e-06 	 1.0 	 0.02638672191115758 	 0.9959065495207667
9299 1.0410603088718062e-06 	 1.0 	 0.02537258338045193 	 0.9959065495207667
9300 1.0094544587877864e-06 	 1.0 	 0.02516988399662523 	 0.9961062300319489
9301 2.10544106054158e-06 	 1.0 	 0.02591602784883788 	 0.9958067092651757
9302 1.0245757197691318e-06 	 1.0 	 0.02582165082816634 	 0.9961062300319489
9303 1.1249713276853868e-06 	 1.0 	 0.026322539869291856 	 0.9960063897763578
9304 1.0986036471928173e-06 	 1.0 	 0.025663845288222284 	 0.9960063897763578
9305 1.2415690968742865e-06 	 1.0 	 0.02576582681733411 	 0.9959065495207667
9306 9.390073563372425e-07 	 1.0 	 0.025677734575456482 	 0.9959065495207667
9307 1.089870286209589e-06 	 1.0 	 0.02611081156265142 	 0.9960063897763578
9308 1.0719075752805906e-06 	 1.0 	 0.025896806893079997 	 0.9961062300319489
9309 1.2373483524788752e-06 	 1.0 	 0.02550243930299023 	 0.9960063897763578
9310 1.1083997724745132e-06 	 1.0 	 0.02583420285999807 	 0.9959065495207667
9311 1.1929234358390772e-06 	 1.0 	 0.025718278757164346 	 0.9960063897763578
9312 9.288086703702447e-07 	 1.0 	 0.02598230137133032 	 0.9959065495207667
9313 1.0051329784002405e-06 	 1.0 	 0.025529379963481435 	 0.9959065495207667
9314 1.1850802701697205e-06 	 1.0 	 0.02574002329787465 	 0.9958067092651757
9315 9.333004226675712e-07 	 1.0 	 0.026342061475606027 	 0.9960063897763578
9316 1.0720728401173573e-06 	 1.0 	 0.02602848720371515 	 0.9957068690095847
9317 1.0136412855847253e-06 	 1.0 	 0.025585359116207972 	 0.9959065495207667
9318 1.4217556847198408e-06 	 1.0 	 0.026014868829423183 	 0.9960063897763578
9319 9.732821418526782e-07 	 1.0 	 0.025557567102223688 	 0.9960063897763578
9320 1.088022357380254e-06 	 1.0 	 0.026262495644964575 	 0.9958067092651757
9321 9.555702038576897e-07 	 1.0 	 0.025700667199939905 	 0.9962060702875399
9322 1.2436673644572238e-06 	 1.0 	 0.025939633548898874 	 0.9960063897763578
9323 1.0798184853859993e-06 	 1.0 	 0.025783306730312844 	 0.9959065495207667
9324 8.975648808353753e-07 	 1.0 	 0.025444297081918456 	 0.9959065495207667
9325 1.1741802955265257e-06 	 1.0 	 0.025655982954395248 	 0.9961062300319489
9326 1.0478786204139112e-06 	 1.0 	 0.025951076555885105 	 0.9960063897763578
9327 9.680102630342446e-07 	 1.0 	 0.02654436684006574 	 0.9956070287539937
9328 9.862776785226402e-07 	 1.0 	 0.025993859923601065 	 0.9960063897763578
9329 1.190464583533668e-06 	 1.0 	 0.025862033482689242 	 0.9960063897763578
9330 1.0564441718219087e-06 	 1.0 	 0.025932049548151908 	 0.9961062300319489
9331 1.1589975827791932e-06 	 1.0 	 0.02615241431260396 	 0.9957068690095847
9332 1.0381830500500656e-06 	 1.0 	 0.025480991183146475 	 0.9962060702875399
9333 9.186687113245284e-07 	 1.0 	 0.02627047265580295 	 0.9960063897763578
9334 1.2456637964473316e-06 	 1.0 	 0.02528653521356544 	 0.9962060702875399
9335 9.228854994631774e-07 	 1.0 	 0.025401758876244386 	 0.9962060702875399
9336 1.0377230558506768e-06 	 1.0 	 0.025844610470487882 	 0.9959065495207667
9337 9.73300089787301e-07 	 1.0 	 0.025454200165888608 	 0.9960063897763578
9338 9.86852779159335e-07 	 1.0 	 0.02651793427042051 	 0.9959065495207667
9339 1.3318884323420832e-06 	 1.0 	 0.025640362103595757 	 0.9962060702875399
9340 1.0982681953345264e-06 	 1.0 	 0.02632603660572859 	 0.9958067092651757
9341 1.0913806843427666e-06 	 1.0 	 0.025193485065541112 	 0.996305910543131
9342 9.519525170645693e-07 	 1.0 	 0.026288425196641443 	 0.9961062300319489
9343 1.0552246388955665e-06 	 1.0 	 0.025885984447594903 	 0.9960063897763578
9344 9.723696747880694e-07 	 1.0 	 0.025352376336908723 	 0.9962060702875399
9345 8.853433583482228e-07 	 1.0 	 0.02549918440594513 	 0.9960063897763578
9346 1.0949252103704055e-06 	 1.0 	 0.02674189832888948 	 0.9960063897763578
9347 1.0079811770344805e-06 	 1.0 	 0.026376549451838018 	 0.9958067092651757
9348 1.041149706395288e-06 	 1.0 	 0.025875202682996576 	 0.9962060702875399
9349 1.0548157241461809e-06 	 1.0 	 0.025856800974396684 	 0.9961062300319489
9350 8.857537844795616e-07 	 1.0 	 0.025624159804031012 	 0.9962060702875399
9351 9.45102632675514e-07 	 1.0 	 0.02569366117221352 	 0.9959065495207667
9352 9.379578903786978e-07 	 1.0 	 0.025735619895213224 	 0.9962060702875399
9353 8.64249544203517e-07 	 1.0 	 0.02597455004908436 	 0.9958067092651757
9354 8.586902161346189e-07 	 1.0 	 0.026355844473685504 	 0.9957068690095847
9355 8.875886181475323e-07 	 1.0 	 0.025416943144807493 	 0.9962060702875399
9356 1.0274918028028424e-06 	 1.0 	 0.025311022906887814 	 0.996305910543131
9357 9.898601603157431e-07 	 1.0 	 0.02555953616324903 	 0.9957068690095847
9358 9.555807594523459e-07 	 1.0 	 0.025255830745421752 	 0.9962060702875399
9359 9.014418969472615e-07 	 1.0 	 0.025110980490773906 	 0.9959065495207667
9360 1.014621115191403e-06 	 1.0 	 0.026065032717538367 	 0.9959065495207667
9361 8.951651311714671e-07 	 1.0 	 0.026186569287453994 	 0.9959065495207667
9362 9.095434101629962e-07 	 1.0 	 0.025462817570057635 	 0.9962060702875399
9363 1.1111326422951606e-06 	 1.0 	 0.025306427137887427 	 0.996305910543131
9364 8.882480077630817e-07 	 1.0 	 0.02506302769784301 	 0.9960063897763578
9365 7.9113063754221e-07 	 1.0 	 0.025893440208976982 	 0.9961062300319489
9366 9.605097145578157e-07 	 1.0 	 0.02653711168939259 	 0.9959065495207667
9367 8.58445011554636e-07 	 1.0 	 0.02551390749523093 	 0.9962060702875399
9368 9.101052384858122e-07 	 1.0 	 0.025810758647919707 	 0.9959065495207667
9369 9.513982452379822e-07 	 1.0 	 0.026212737436302303 	 0.9959065495207667
9370 1.7807726882108455e-06 	 1.0 	 0.025585249116196973 	 0.9959065495207667
9371 1.0144453859382452e-06 	 1.0 	 0.026162294930956953 	 0.9960063897763578
9372 1.3433391867440036e-06 	 1.0 	 0.02581761421497796 	 0.9962060702875399
9373 8.97115918369451e-07 	 1.0 	 0.02617023296429315 	 0.9957068690095847
9374 8.846461443837939e-07 	 1.0 	 0.025612174697009143 	 0.9960063897763578
9375 9.379302787921518e-07 	 1.0 	 0.026300455211135842 	 0.9959065495207667
9376 8.865287187813919e-07 	 1.0 	 0.025791647190271775 	 0.9961062300319489
9377 9.119892503957772e-07 	 1.0 	 0.025672307704435657 	 0.9962060702875399
9378 9.305291742700205e-07 	 1.0 	 0.02635377703593413 	 0.9959065495207667
9379 9.180844603525884e-07 	 1.0 	 0.02583251850629739 	 0.9959065495207667
9380 9.91517855526922e-07 	 1.0 	 0.026224403714428215 	 0.9958067092651757
9381 9.006201193520269e-07 	 1.0 	 0.02625445828217311 	 0.9958067092651757
9382 1.0140161988110208e-06 	 1.0 	 0.02591164880757117 	 0.9958067092651757
9383 8.33524491151536e-07 	 1.0 	 0.02625461780493558 	 0.9961062300319489
9384 8.873877479221904e-07 	 1.0 	 0.026088411841605732 	 0.9959065495207667
9385 1.01343162337443e-06 	 1.0 	 0.026241177289857327 	 0.9959065495207667
9386 8.894582111481952e-07 	 1.0 	 0.025866621302842664 	 0.9962060702875399
9387 1.0086445895035467e-06 	 1.0 	 0.025437673396257805 	 0.9962060702875399
9388 8.699238295429268e-07 	 1.0 	 0.025924004974596657 	 0.9960063897763578
9389 2.313471663094617e-06 	 1.0 	 0.02542350691924932 	 0.9960063897763578
9390 9.00131718435091e-07 	 1.0 	 0.025798820715666484 	 0.9962060702875399
9391 8.35448211032599e-07 	 1.0 	 0.02563007002821438 	 0.9962060702875399
9392 9.757707679339944e-07 	 1.0 	 0.025310021977821593 	 0.9962060702875399
9393 9.438690715413145e-07 	 1.0 	 0.025573910590820665 	 0.9960063897763578
9394 8.442151436938161e-07 	 1.0 	 0.025624589325910944 	 0.9961062300319489
9395 9.020492496500765e-07 	 1.0 	 0.025947506144537502 	 0.9959065495207667
9396 8.265813760388596e-07 	 1.0 	 0.02600562192457395 	 0.9960063897763578
9397 8.179296600749808e-07 	 1.0 	 0.02537366662809217 	 0.996305910543131
9398 8.791361539304887e-07 	 1.0 	 0.025291675612630113 	 0.9962060702875399
9399 9.320747907474925e-07 	 1.0 	 0.02541328536839005 	 0.9960063897763578
9400 1.6797858239584685e-06 	 1.0 	 0.025833673454275362 	 0.9961062300319489
9401 8.576170624584733e-07 	 1.0 	 0.02561827013486293 	 0.9962060702875399
9402 2.281751513386894e-06 	 1.0 	 0.02523457416447093 	 0.9964057507987221
9403 9.227490999525401e-07 	 1.0 	 0.025681865520176997 	 0.9961062300319489
9404 8.743614805916877e-07 	 1.0 	 0.02517183231028007 	 0.996305910543131
9405 8.896202403211362e-07 	 1.0 	 0.02517499655694154 	 0.9962060702875399
9406 9.543141632852326e-07 	 1.0 	 0.025056823553869 	 0.996305910543131
9407 9.236374680097015e-07 	 1.0 	 0.02497804756203583 	 0.9964057507987221
9408 8.779051767956503e-07 	 1.0 	 0.025366830694148346 	 0.9961062300319489
9409 8.578219032411027e-07 	 1.0 	 0.02593863827213857 	 0.9960063897763578
9410 7.892576839762455e-07 	 1.0 	 0.025256057253498707 	 0.996305910543131
9411 9.347452691116587e-07 	 1.0 	 0.02582264982339606 	 0.9962060702875399
9412 1.0124498241970058e-06 	 1.0 	 0.025351139263252172 	 0.996305910543131
9413 9.903596484105037e-07 	 1.0 	 0.025707650362857742 	 0.996305910543131
9414 9.203175504717365e-07 	 1.0 	 0.02574982568205462 	 0.9961062300319489
9415 9.25832396974755e-07 	 1.0 	 0.025807415764025374 	 0.996305910543131
9416 9.46359996712971e-07 	 1.0 	 0.02551194714359074 	 0.9962060702875399
9417 9.363063167805308e-07 	 1.0 	 0.025614697149243786 	 0.9962060702875399
9418 8.367868693662217e-07 	 1.0 	 0.02583592527521868 	 0.9961062300319489
9419 1.4104648265357866e-06 	 1.0 	 0.02593931051130992 	 0.9962060702875399
9420 7.807421472270448e-07 	 1.0 	 0.025937215900163364 	 0.9962060702875399
9421 1.0370345247807222e-06 	 1.0 	 0.02605804035328764 	 0.9964057507987221
9422 9.086407197571589e-07 	 1.0 	 0.026307508556785066 	 0.9959065495207667
9423 8.831159246770426e-07 	 1.0 	 0.02543834710388611 	 0.9965055910543131
9424 1.1236553695596284e-06 	 1.0 	 0.026003849077757008 	 0.9958067092651757
9425 8.916806116781118e-07 	 1.0 	 0.02553068122051995 	 0.9962060702875399
9426 1.2256864586413485e-06 	 1.0 	 0.025628441384946642 	 0.9962060702875399
9427 7.404771467540172e-07 	 1.0 	 0.025434329780087833 	 0.9961062300319489
9428 8.012893511663321e-07 	 1.0 	 0.02571292934409113 	 0.996305910543131
9429 9.759105264910772e-07 	 1.0 	 0.025366641746965474 	 0.996305910543131
9430 8.752763750480597e-07 	 1.0 	 0.024915894197290053 	 0.9964057507987221
9431 8.11293993338893e-07 	 1.0 	 0.026234968876090572 	 0.9962060702875399
9432 9.597364512949014e-07 	 1.0 	 0.025879729947403483 	 0.9961062300319489
9433 8.670274610250317e-07 	 1.0 	 0.025395989295360712 	 0.9961062300319489
9434 1.0326485755393834e-06 	 1.0 	 0.02621804456289684 	 0.9960063897763578
9435 8.716621275050329e-07 	 1.0 	 0.02587061624038781 	 0.996305910543131
9436 7.80472516196653e-07 	 1.0 	 0.0253970476908592 	 0.9959065495207667
9437 8.224919218214666e-07 	 1.0 	 0.025589447540801672 	 0.996305910543131
9438 1.104557505607744e-06 	 1.0 	 0.026335142707387 	 0.9962060702875399
9439 8.450031393344659e-07 	 1.0 	 0.026811697003159284 	 0.9961062300319489
9440 9.217679409634627e-07 	 1.0 	 0.026402553602646716 	 0.9960063897763578
9441 1.204517434266279e-06 	 1.0 	 0.026197618539244114 	 0.9960063897763578
9442 8.853478822678085e-07 	 1.0 	 0.025652444801638436 	 0.996305910543131
9443 8.198109911485573e-07 	 1.0 	 0.025830972561261305 	 0.9962060702875399
9444 8.542216509421507e-07 	 1.0 	 0.025424503196517016 	 0.9962060702875399
9445 7.263663374192219e-07 	 1.0 	 0.02565315799166259 	 0.9962060702875399
9446 8.163743477369678e-07 	 1.0 	 0.02564651241535953 	 0.996305910543131
9447 7.993335445871708e-07 	 1.0 	 0.025757318879021638 	 0.9961062300319489
9448 8.952642201882099e-07 	 1.0 	 0.02543760471761739 	 0.996305910543131
9449 7.679025679234997e-07 	 1.0 	 0.025960292567259027 	 0.9962060702875399
9450 7.839382248852189e-07 	 1.0 	 0.025378464970842073 	 0.9960063897763578
9451 8.797808935769069e-07 	 1.0 	 0.025703837114841876 	 0.9962060702875399
9452 8.098199779892922e-07 	 1.0 	 0.026405722293397348 	 0.9959065495207667
9453 7.992400270296684e-07 	 1.0 	 0.025323781739300708 	 0.9964057507987221
9454 7.590373914992199e-07 	 1.0 	 0.026117793399589792 	 0.9961062300319489
9455 8.549897388175509e-07 	 1.0 	 0.025297448071079195 	 0.9959065495207667
9456 7.231168949583377e-07 	 1.0 	 0.025742708827636226 	 0.9962060702875399
9457 9.456213491264975e-07 	 1.0 	 0.02644529621454497 	 0.9961062300319489
9458 8.398444622338275e-07 	 1.0 	 0.025482010591166396 	 0.9962060702875399
9459 7.606909706863973e-07 	 1.0 	 0.025154905792573564 	 0.996305910543131
9460 9.487057751422867e-07 	 1.0 	 0.025183510069480254 	 0.9964057507987221
9461 7.455121092823447e-07 	 1.0 	 0.02623014534947192 	 0.9960063897763578
9462 7.907469682044166e-07 	 1.0 	 0.0256168243553551 	 0.9961062300319489
9463 7.25761189662677e-07 	 1.0 	 0.02542292232717365 	 0.9962060702875399
9464 7.494131467223042e-07 	 1.0 	 0.025181312569000594 	 0.9962060702875399
9465 8.140038235508485e-07 	 1.0 	 0.02613640634398177 	 0.9960063897763578
9466 7.73901877623615e-07 	 1.0 	 0.025668314850219497 	 0.996305910543131
9467 8.617430700218165e-07 	 1.0 	 0.026325413339759476 	 0.9959065495207667
9468 9.137043094887076e-07 	 1.0 	 0.02614152996562936 	 0.9959065495207667
9469 7.651974118677174e-07 	 1.0 	 0.026243576837267402 	 0.9961062300319489
9470 9.005658091643908e-07 	 1.0 	 0.02667035224015477 	 0.9961062300319489
9471 7.40843429230722e-07 	 1.0 	 0.025773682220923376 	 0.996305910543131
9472 8.353560252679415e-07 	 1.0 	 0.025884091949337426 	 0.996305910543131
9473 7.525110954736646e-07 	 1.0 	 0.025176496280281156 	 0.996305910543131
9474 7.652356744128497e-07 	 1.0 	 0.02558151033667695 	 0.996305910543131
9475 7.82540620411254e-07 	 1.0 	 0.025825842670767887 	 0.9962060702875399
9476 7.334000961928666e-07 	 1.0 	 0.025454690196482006 	 0.9964057507987221
9477 7.497852178369157e-07 	 1.0 	 0.026109148939340878 	 0.9960063897763578
9478 8.721402222587926e-07 	 1.0 	 0.025717819994310494 	 0.9962060702875399
9479 8.215320911344293e-07 	 1.0 	 0.025984692080498605 	 0.9962060702875399
9480 7.788204979236469e-07 	 1.0 	 0.02610975511347082 	 0.9961062300319489
9481 8.323159755865106e-07 	 1.0 	 0.025790523474508366 	 0.9960063897763578
9482 7.723393895389563e-07 	 1.0 	 0.025850079560484737 	 0.996305910543131
9483 7.867838156437301e-07 	 1.0 	 0.026505718069405743 	 0.9959065495207667
9484 8.976492241474432e-07 	 1.0 	 0.025217705168031818 	 0.9964057507987221
9485 8.258333294736531e-07 	 1.0 	 0.026275629229577213 	 0.9960063897763578
9486 7.531475212007876e-07 	 1.0 	 0.025621226274292367 	 0.9962060702875399
9487 6.933610773778298e-07 	 1.0 	 0.025919322988817366 	 0.9962060702875399
9488 7.90200463641213e-07 	 1.0 	 0.026163387673748713 	 0.9961062300319489
9489 7.148981712356317e-07 	 1.0 	 0.02632464263059658 	 0.9959065495207667
9490 8.752346830058854e-07 	 1.0 	 0.025644428544911148 	 0.9958067092651757
9491 1.7577750066330111e-06 	 1.0 	 0.026726326882923965 	 0.9961062300319489
9492 1.466106285011506e-06 	 1.0 	 0.02580048623578648 	 0.9961062300319489
9493 8.519922565041326e-07 	 1.0 	 0.02646647640900619 	 0.9957068690095847
9494 1.9056338232608993e-06 	 1.0 	 0.025417160614561916 	 0.9960063897763578
9495 8.078268034856251e-07 	 1.0 	 0.02676099766577051 	 0.9960063897763578
9496 7.014432304526963e-07 	 1.0 	 0.026159340302583753 	 0.9961062300319489
9497 8.378339610591467e-07 	 1.0 	 0.026140599351310467 	 0.9961062300319489
9498 8.477665644527121e-07 	 1.0 	 0.0257323602189394 	 0.9961062300319489
9499 8.153991640604375e-07 	 1.0 	 0.02622596320729646 	 0.9962060702875399
9500 7.92736027020311e-07 	 1.0 	 0.026000329640449314 	 0.9959065495207667
9501 6.99287632360921e-07 	 1.0 	 0.025783696943482454 	 0.9962060702875399
9502 7.476871575060784e-07 	 1.0 	 0.02614612941096306 	 0.9960063897763578
9503 7.396994967116655e-07 	 1.0 	 0.026235107203023703 	 0.9961062300319489
9504 7.634410824553584e-07 	 1.0 	 0.02643079089522465 	 0.9959065495207667
9505 7.65969520517018e-07 	 1.0 	 0.025753182970651406 	 0.9961062300319489
9506 7.914648399571433e-07 	 1.0 	 0.026237343496560858 	 0.9964057507987221
9507 7.21943249521786e-07 	 1.0 	 0.02681756915757217 	 0.9961062300319489
9508 8.595056103125386e-07 	 1.0 	 0.026495145781383973 	 0.9959065495207667
9509 7.831642667647998e-07 	 1.0 	 0.025909049118279154 	 0.9959065495207667
9510 7.48814192450169e-07 	 1.0 	 0.02614678473883419 	 0.9959065495207667
9511 8.05365679733967e-07 	 1.0 	 0.02637925029928469 	 0.996305910543131
9512 9.480884512460364e-07 	 1.0 	 0.02618511171859099 	 0.9962060702875399
9513 7.943009514841037e-07 	 1.0 	 0.025973123396586265 	 0.9960063897763578
9514 6.680125882616039e-07 	 1.0 	 0.026184804502299687 	 0.9961062300319489
9515 7.560420908195908e-07 	 1.0 	 0.026662079584522626 	 0.9960063897763578
9516 7.132216701349137e-07 	 1.0 	 0.025846999151900214 	 0.9959065495207667
9517 8.164349927561432e-07 	 1.0 	 0.02627343801498783 	 0.9960063897763578
9518 6.995588242385509e-07 	 1.0 	 0.026173847978537362 	 0.9960063897763578
9519 9.242477651584124e-07 	 1.0 	 0.02603214698680629 	 0.9961062300319489
9520 7.932857161081585e-07 	 1.0 	 0.026482076307930848 	 0.9960063897763578
9521 7.67696439726393e-07 	 1.0 	 0.025669019685747668 	 0.9961062300319489
9522 8.944714201820147e-07 	 1.0 	 0.026399849279328442 	 0.9962060702875399
9523 7.316801854842936e-07 	 1.0 	 0.026074691379379053 	 0.9960063897763578
9524 8.323285512302902e-07 	 1.0 	 0.027006961870538197 	 0.9960063897763578
9525 7.89570138430804e-07 	 1.0 	 0.026543670875182616 	 0.9958067092651757
9526 7.125730078351466e-07 	 1.0 	 0.0257560792836987 	 0.9962060702875399
9527 7.235349521981504e-07 	 1.0 	 0.026667768417295155 	 0.9961062300319489
9528 7.514930990478775e-07 	 1.0 	 0.02594514649493033 	 0.9961062300319489
9529 2.075201434156213e-06 	 1.0 	 0.026381751360144774 	 0.9961062300319489
9530 7.133425089915591e-07 	 1.0 	 0.025814056924493924 	 0.9962060702875399
9531 7.095307130309437e-07 	 1.0 	 0.026007513102943074 	 0.9961062300319489
9532 8.320744221893505e-07 	 1.0 	 0.02593404257656102 	 0.9960063897763578
9533 6.842840785338922e-07 	 1.0 	 0.02627105633753556 	 0.9959065495207667
9534 7.393526123546223e-07 	 1.0 	 0.026370394422974616 	 0.996305910543131
9535 7.847756445670484e-07 	 1.0 	 0.026213806420041987 	 0.9959065495207667
9536 7.420792073422433e-07 	 1.0 	 0.025967559804469038 	 0.9961062300319489
9537 8.292774115238899e-07 	 1.0 	 0.026511076237683635 	 0.9962060702875399
9538 8.358813805338628e-07 	 1.0 	 0.026984884411411555 	 0.9961062300319489
9539 8.054716861352062e-07 	 1.0 	 0.026662850309479107 	 0.9961062300319489
9540 7.668608271271183e-07 	 1.0 	 0.026265957812588916 	 0.9959065495207667
9541 9.323850442898163e-07 	 1.0 	 0.02614195590910131 	 0.9962060702875399
9542 7.683074646688226e-07 	 1.0 	 0.026193744998030767 	 0.9962060702875399
9543 8.188127408506318e-07 	 1.0 	 0.02542825427920534 	 0.996305910543131
9544 7.562140982294352e-07 	 1.0 	 0.026570182891059613 	 0.9961062300319489
9545 8.14809054784007e-07 	 1.0 	 0.02660543928511918 	 0.9961062300319489
9546 6.800727975726772e-07 	 1.0 	 0.02624199457499137 	 0.9960063897763578
9547 7.649179864984035e-07 	 1.0 	 0.02552502040283124 	 0.996305910543131
9548 8.541141935795337e-07 	 1.0 	 0.026229687702703716 	 0.9960063897763578
9549 7.462282805755649e-07 	 1.0 	 0.025998545978738567 	 0.996305910543131
9550 7.029646466705231e-07 	 1.0 	 0.02632649541985994 	 0.9961062300319489
9551 7.45509939412159e-07 	 1.0 	 0.026782925535650513 	 0.9960063897763578
9552 9.08519286941356e-07 	 1.0 	 0.026767562012716833 	 0.9958067092651757
9553 7.042484937706206e-07 	 1.0 	 0.026806319771151055 	 0.9961062300319489
9554 6.940046780272269e-07 	 1.0 	 0.027490127438017858 	 0.9961062300319489
9555 9.031127557518914e-07 	 1.0 	 0.02584366981406756 	 0.9962060702875399
9556 7.246678633764247e-07 	 1.0 	 0.026753390425308606 	 0.9962060702875399
9557 7.422085044805726e-07 	 1.0 	 0.02635119057455974 	 0.9962060702875399
9558 6.939195212312654e-07 	 1.0 	 0.026236874612026943 	 0.9960063897763578
9559 7.221718085204998e-07 	 1.0 	 0.0260742468375371 	 0.9960063897763578
9560 7.849875456034283e-07 	 1.0 	 0.02651243880364681 	 0.9962060702875399
9561 7.0268545194196e-07 	 1.0 	 0.025668736798685744 	 0.9961062300319489
9562 7.300225965951767e-07 	 1.0 	 0.02603337748054669 	 0.9960063897763578
9563 7.643934949403786e-07 	 1.0 	 0.026162089556073794 	 0.996305910543131
9564 7.15641183178235e-07 	 1.0 	 0.026258361417989026 	 0.9961062300319489
9565 8.0018763644091e-07 	 1.0 	 0.027061174492265284 	 0.9957068690095847
9566 7.829897086212157e-07 	 1.0 	 0.02655125413927612 	 0.9961062300319489
9567 6.413663961538418e-07 	 1.0 	 0.025900117572380525 	 0.9962060702875399
9568 7.807790198577891e-07 	 1.0 	 0.02599248683933484 	 0.9960063897763578
9569 8.537062059536993e-07 	 1.0 	 0.02633730539119994 	 0.9961062300319489
9570 7.567729714737936e-07 	 1.0 	 0.026383408153337153 	 0.9959065495207667
9571 7.513810075813865e-07 	 1.0 	 0.02660515950724688 	 0.9962060702875399
9572 6.996477923587463e-07 	 1.0 	 0.026787740444663533 	 0.9960063897763578
9573 7.084696730231599e-07 	 1.0 	 0.0263081223224911 	 0.996305910543131
9574 7.147760986347862e-07 	 1.0 	 0.026032096787062062 	 0.9959065495207667
9575 1.1067795657716318e-06 	 1.0 	 0.026076160048898133 	 0.9961062300319489
9576 8.060826648336672e-07 	 1.0 	 0.026237224531793793 	 0.9960063897763578
9577 6.837022529164471e-07 	 1.0 	 0.026539931460304877 	 0.9962060702875399
9578 1.3351233563503228e-06 	 1.0 	 0.026413284583881296 	 0.9962060702875399
9579 7.11267924263268e-07 	 1.0 	 0.02582689137244865 	 0.9959065495207667
9580 1.3935857047357558e-06 	 1.0 	 0.02631194324177187 	 0.9962060702875399
9581 7.027451527841322e-07 	 1.0 	 0.02680774484959547 	 0.9960063897763578
9582 7.496047080088886e-07 	 1.0 	 0.025615196587649793 	 0.996305910543131
9583 6.524659509310026e-07 	 1.0 	 0.026215703659889664 	 0.9961062300319489
9584 6.799824626072848e-07 	 1.0 	 0.026227040031772154 	 0.9962060702875399
9585 6.866991682315415e-07 	 1.0 	 0.02657657354490215 	 0.9957068690095847
9586 8.446940494758337e-07 	 1.0 	 0.02688669122240313 	 0.9961062300319489
9587 8.722230975992318e-07 	 1.0 	 0.026398244726512976 	 0.9961062300319489
9588 6.770760879908267e-07 	 1.0 	 0.02668764421209889 	 0.9961062300319489
9589 6.609565940546247e-07 	 1.0 	 0.026247806081905745 	 0.9962060702875399
9590 7.741918523048241e-07 	 1.0 	 0.026620074205611716 	 0.9959065495207667
9591 6.286317188816782e-07 	 1.0 	 0.026226520798528795 	 0.9960063897763578
9592 7.694327245040711e-07 	 1.0 	 0.025901863981027798 	 0.9961062300319489
9593 6.275455688940212e-07 	 1.0 	 0.026657739623329624 	 0.9960063897763578
9594 6.500106009451656e-07 	 1.0 	 0.026811672715242166 	 0.9960063897763578
9595 6.851740272929874e-07 	 1.0 	 0.025735160617498243 	 0.9962060702875399
9596 7.154064687330219e-07 	 1.0 	 0.026640007163838846 	 0.9959065495207667
9597 7.337376526233186e-07 	 1.0 	 0.026627413580932513 	 0.9958067092651757
9598 6.906981584677396e-07 	 1.0 	 0.026115435526536376 	 0.9961062300319489
9599 6.915333599225448e-07 	 1.0 	 0.02682822742961178 	 0.9960063897763578
9600 7.409114952989171e-07 	 1.0 	 0.02659076812757847 	 0.9960063897763578
9601 1.264043784628086e-06 	 1.0 	 0.026598835504635304 	 0.9959065495207667
9602 6.947981165851047e-07 	 1.0 	 0.026648797901719385 	 0.9959065495207667
9603 7.13588964798646e-07 	 1.0 	 0.026252559063306438 	 0.9959065495207667
9604 7.013712915771463e-07 	 1.0 	 0.026070963196818918 	 0.9959065495207667
9605 7.922034562351144e-07 	 1.0 	 0.02611930190486788 	 0.9962060702875399
9606 7.983594620301915e-07 	 1.0 	 0.02761973492125376 	 0.9960063897763578
9607 6.493700606210951e-07 	 1.0 	 0.026292968570092837 	 0.9961062300319489
9608 1.0255336404678417e-06 	 1.0 	 0.02687547705068403 	 0.9959065495207667
9609 6.726447092940191e-07 	 1.0 	 0.02654265908153388 	 0.9959065495207667
9610 7.052450721937475e-07 	 1.0 	 0.02630602172717181 	 0.9959065495207667
9611 6.419671151590478e-07 	 1.0 	 0.026699804397125344 	 0.9961062300319489
9612 7.54823224062875e-07 	 1.0 	 0.026341959905119533 	 0.9961062300319489
9613 7.526512866026281e-07 	 1.0 	 0.02640050931177482 	 0.9957068690095847
9614 1.1015078423507418e-06 	 1.0 	 0.026371208731749647 	 0.9961062300319489
9615 6.894477389737119e-07 	 1.0 	 0.02603863915224258 	 0.9962060702875399
9616 6.728228924353629e-07 	 1.0 	 0.02624557832676113 	 0.9959065495207667
9617 7.59357833219525e-07 	 1.0 	 0.02631957690152034 	 0.9961062300319489
9618 6.702737285294802e-07 	 1.0 	 0.02653849555441031 	 0.9960063897763578
