2328 7.48239874081662e-07 	 1.0 	 0.02578420676470613 	 0.9964057507987221
2329 7.99137546845401e-07 	 1.0 	 0.025458749424972827 	 0.9967052715654952
2330 8.162447516399141e-07 	 1.0 	 0.026482084303480934 	 0.9962060702875399
2331 7.060370939082361e-07 	 1.0 	 0.026296077255866853 	 0.9964057507987221
2332 9.285069741477514e-07 	 1.0 	 0.026460268931500254 	 0.996305910543131
2333 7.105429419844711e-07 	 1.0 	 0.025568597428102878 	 0.9966054313099042
2334 9.252430193149053e-07 	 1.0 	 0.02647476144305209 	 0.996305910543131
2335 7.006659960680394e-07 	 1.0 	 0.025851384278794253 	 0.9964057507987221
2336 7.030997341979628e-07 	 1.0 	 0.027092761748177402 	 0.9962060702875399
2337 6.933899045465352e-07 	 1.0 	 0.02544786995289567 	 0.9965055910543131
2338 7.420435689736848e-07 	 1.0 	 0.026255532013798304 	 0.9965055910543131
2339 1.0036660917617722e-06 	 1.0 	 0.026648007880907664 	 0.9961062300319489
2340 6.871295570908842e-07 	 1.0 	 0.02648546493770467 	 0.9962060702875399
2341 3.525433959136137e-06 	 1.0 	 0.025696067029276362 	 0.9965055910543131
2342 7.781395135431523e-07 	 1.0 	 0.025905876582612557 	 0.9965055910543131
2343 7.67959135032612e-07 	 1.0 	 0.02599328732542818 	 0.9964057507987221
2344 7.108079242971144e-07 	 1.0 	 0.026607711096653296 	 0.996305910543131
2345 1.1232430492539435e-06 	 1.0 	 0.02528488889062671 	 0.9966054313099042
2346 1.1630566969112977e-06 	 1.0 	 0.02637971423334378 	 0.9965055910543131
2347 8.345906546956883e-07 	 1.0 	 0.026700056153103287 	 0.9961062300319489
2348 8.616843959416087e-07 	 1.0 	 0.025962344572503397 	 0.9961062300319489
2349 7.299483368603887e-07 	 1.0 	 0.02648488935905033 	 0.9964057507987221
2350 1.0670866298963233e-06 	 1.0 	 0.026494614272080656 	 0.9962060702875399
2351 7.406963913001619e-07 	 1.0 	 0.026178018289589218 	 0.9962060702875399
2352 7.101133455346087e-07 	 1.0 	 0.02646704809372317 	 0.9965055910543131
2353 7.235760961762593e-07 	 1.0 	 0.026819494925612922 	 0.9962060702875399
2354 9.089319883935332e-07 	 1.0 	 0.02564324616952753 	 0.9964057507987221
2355 7.279452954263377e-07 	 1.0 	 0.026138446993771547 	 0.9962060702875399
2356 8.843938986190381e-07 	 1.0 	 0.026599095199567796 	 0.996305910543131
2357 8.179100068150546e-07 	 1.0 	 0.02657402181122364 	 0.9965055910543131
2358 1.0407229991342604e-06 	 1.0 	 0.026424562129182556 	 0.9964057507987221
2359 8.088814280263534e-07 	 1.0 	 0.026195466351054315 	 0.9964057507987221
2360 6.921239476056939e-07 	 1.0 	 0.02682158919009372 	 0.996305910543131
2361 7.189528748136809e-07 	 1.0 	 0.02641304694560755 	 0.9966054313099042
2362 6.874596258298027e-07 	 1.0 	 0.026414364171075146 	 0.9964057507987221
2363 7.839601507217253e-07 	 1.0 	 0.02599229932467147 	 0.9964057507987221
2364 7.345088756144946e-07 	 1.0 	 0.02675231344570795 	 0.9964057507987221
2365 7.413678318916084e-07 	 1.0 	 0.026499340462108157 	 0.996305910543131
2366 8.184146707377238e-07 	 1.0 	 0.025750064155876197 	 0.9962060702875399
2367 7.682705015508873e-07 	 1.0 	 0.027251078588703882 	 0.9959065495207667
2368 7.463407687615131e-07 	 1.0 	 0.026553386911467445 	 0.9965055910543131
2369 7.808110875923546e-07 	 1.0 	 0.026061297662052417 	 0.9962060702875399
2370 1.1215251429165107e-06 	 1.0 	 0.026635529784022637 	 0.9964057507987221
2371 7.17038160149741e-07 	 1.0 	 0.026559086105106863 	 0.9964057507987221
2372 7.48947025558806e-07 	 1.0 	 0.026253450057186746 	 0.9964057507987221
2373 8.565758935144174e-07 	 1.0 	 0.025506830186975575 	 0.996305910543131
2374 7.450968896866072e-07 	 1.0 	 0.02616866873870266 	 0.9966054313099042
2375 8.551309362420056e-07 	 1.0 	 0.02707357962529006 	 0.9961062300319489
2376 7.230705725068275e-07 	 1.0 	 0.026214645739370816 	 0.9964057507987221
2377 7.523993040436494e-07 	 1.0 	 0.026449660226228924 	 0.9962060702875399
2378 7.290816058944926e-07 	 1.0 	 0.025858429385317665 	 0.9964057507987221
2379 7.482803689420337e-07 	 1.0 	 0.02653171482734325 	 0.996305910543131
2380 7.952873813380279e-07 	 1.0 	 0.028389474982143358 	 0.9961062300319489
2381 8.372248799932436e-07 	 1.0 	 0.02608089994025733 	 0.996305910543131
2382 7.016159504857456e-07 	 1.0 	 0.02601511722464839 	 0.9962060702875399
2383 7.808380848219088e-07 	 1.0 	 0.026163376753922368 	 0.996305910543131
2384 7.639336845504374e-07 	 1.0 	 0.026284439902954853 	 0.996305910543131
2385 7.26746630839017e-07 	 1.0 	 0.026731952575446496 	 0.9962060702875399
2386 8.386094299348201e-07 	 1.0 	 0.026881966348069986 	 0.9962060702875399
2387 7.142031933771875e-07 	 1.0 	 0.026056576023370293 	 0.9966054313099042
2388 6.996180074801828e-07 	 1.0 	 0.026574622816159757 	 0.9964057507987221
2389 7.438050854995026e-07 	 1.0 	 0.02693308298959894 	 0.9962060702875399
2390 7.820722283130976e-07 	 1.0 	 0.025963347649335982 	 0.996305910543131
2391 7.4734476790411e-07 	 1.0 	 0.02610834519434472 	 0.996305910543131
2392 1.515021448549163e-06 	 1.0 	 0.027375773569750177 	 0.996305910543131
2393 6.9653555640528e-07 	 1.0 	 0.027930286913285987 	 0.9960063897763578
2394 6.608436674413554e-07 	 1.0 	 0.027597027644457654 	 0.9960063897763578
2395 8.486866929744963e-07 	 1.0 	 0.026351871570682976 	 0.9964057507987221
2396 6.913696631838207e-07 	 1.0 	 0.026878318567948572 	 0.9961062300319489
2397 6.969362452871053e-07 	 1.0 	 0.026465039711395844 	 0.996305910543131
2398 7.425283151492579e-07 	 1.0 	 0.027289096724467946 	 0.996305910543131
2399 8.009396987027628e-07 	 1.0 	 0.02727724613721604 	 0.9962060702875399
2400 8.22309977223199e-07 	 1.0 	 0.026853414645248434 	 0.9962060702875399
2401 6.550690140940674e-07 	 1.0 	 0.027102873550567026 	 0.996305910543131
2402 8.05940776841112e-07 	 1.0 	 0.028810652607166105 	 0.9960063897763578
2403 8.219276204869175e-07 	 1.0 	 0.02629834221293551 	 0.9964057507987221
2404 7.128493986456874e-07 	 1.0 	 0.025864958909644895 	 0.9964057507987221
2405 7.199765050604867e-07 	 1.0 	 0.026753381301572288 	 0.9965055910543131
2406 7.456883535294878e-07 	 1.0 	 0.026653200502822882 	 0.9964057507987221
2407 7.761476993630367e-07 	 1.0 	 0.027311640929276685 	 0.9960063897763578
2408 7.232382131989823e-07 	 1.0 	 0.026131089861943686 	 0.996305910543131
2409 7.90761176744752e-07 	 1.0 	 0.026813106592428755 	 0.9965055910543131
2410 6.329550056344146e-07 	 1.0 	 0.025990423686235616 	 0.9966054313099042
2411 7.49044873902136e-07 	 1.0 	 0.028272530603412584 	 0.9960063897763578
2412 7.155083603031187e-07 	 1.0 	 0.026703185470804396 	 0.996305910543131
2413 7.227615775119034e-07 	 1.0 	 0.027576580957694476 	 0.996305910543131
2414 7.16409395313633e-07 	 1.0 	 0.027741498318151727 	 0.996305910543131
2415 6.766352355209904e-07 	 1.0 	 0.026783118569194138 	 0.9961062300319489
2416 6.750064973559233e-07 	 1.0 	 0.02715048128513597 	 0.9964057507987221
2417 8.377412329060974e-07 	 1.0 	 0.027650571681341166 	 0.9961062300319489
2418 7.148245976796374e-07 	 1.0 	 0.025953653838418755 	 0.996305910543131
2419 6.8230397932183e-07 	 1.0 	 0.026850019241291958 	 0.996305910543131
2420 8.391000328678899e-07 	 1.0 	 0.027656095905938868 	 0.9964057507987221
2421 7.000918583233329e-07 	 1.0 	 0.026143982800985958 	 0.996305910543131
2422 7.195810664198632e-07 	 1.0 	 0.026283500941261365 	 0.9960063897763578
2423 7.1492598515988e-07 	 1.0 	 0.026305097622715833 	 0.996305910543131
2424 8.524395950772146e-07 	 1.0 	 0.026813313062424484 	 0.9964057507987221
2425 7.256114202294839e-07 	 1.0 	 0.026696363588207647 	 0.9964057507987221
2426 6.844774528100572e-07 	 1.0 	 0.02688714820138351 	 0.9962060702875399
2427 8.770487995110443e-07 	 1.0 	 0.02709088638502008 	 0.9961062300319489
2428 8.297973468721409e-07 	 1.0 	 0.02735388240411411 	 0.9961062300319489
2429 7.807965024257157e-07 	 1.0 	 0.026651547913271265 	 0.996305910543131
2430 7.445109099812442e-07 	 1.0 	 0.027441964955570518 	 0.9961062300319489
2431 6.785449884849016e-07 	 1.0 	 0.026399042318691505 	 0.9964057507987221
2432 6.514312491280805e-07 	 1.0 	 0.027030412598444437 	 0.9961062300319489
2433 7.417042715393052e-07 	 1.0 	 0.026433827361877785 	 0.9962060702875399
2434 6.863350735518736e-07 	 1.0 	 0.027357080636176107 	 0.996305910543131
2435 1.2294555147700237e-06 	 1.0 	 0.026713832134370605 	 0.9965055910543131
2436 7.031776181217708e-07 	 1.0 	 0.026212586427659685 	 0.9966054313099042
2437 7.872331900244945e-07 	 1.0 	 0.025775902491964223 	 0.996305910543131
2438 7.274590085165755e-07 	 1.0 	 0.026758944743561452 	 0.996305910543131
2439 7.813271155740153e-07 	 1.0 	 0.02699534512278729 	 0.9962060702875399
2440 7.06874629646137e-07 	 1.0 	 0.026459808266483878 	 0.9964057507987221
2441 6.625485067658587e-07 	 1.0 	 0.027646240761058476 	 0.996305910543131
2442 8.358187734202715e-07 	 1.0 	 0.026255907250691494 	 0.9964057507987221
2443 7.622242768552212e-07 	 1.0 	 0.026455902375917384 	 0.9965055910543131
2444 6.964281165689101e-07 	 1.0 	 0.026609899647987413 	 0.9962060702875399
2445 6.803740337197439e-07 	 1.0 	 0.0261133608989493 	 0.9961062300319489
2446 8.981257006544751e-07 	 1.0 	 0.026467005044756107 	 0.996305910543131
2447 1.0808162390537746e-06 	 1.0 	 0.027538469686931178 	 0.9961062300319489
2448 1.279965533702665e-06 	 1.0 	 0.026757744552146374 	 0.9962060702875399
2449 7.38859644393699e-07 	 1.0 	 0.028076307858078214 	 0.9964057507987221
2450 7.494832810739638e-07 	 1.0 	 0.02808686225105753 	 0.9960063897763578
2451 6.900949384801436e-07 	 1.0 	 0.02688399910361454 	 0.996305910543131
2452 7.919729385606899e-07 	 1.0 	 0.02675881488330343 	 0.996305910543131
2453 7.20246460781766e-07 	 1.0 	 0.026430379649580404 	 0.9962060702875399
2454 6.859486765742418e-07 	 1.0 	 0.02748220424289351 	 0.9961062300319489
2455 7.671771401336969e-07 	 1.0 	 0.026654407325136294 	 0.9962060702875399
2456 8.9074217377771e-07 	 1.0 	 0.026663861945930244 	 0.9961062300319489
2457 9.913170390935023e-07 	 1.0 	 0.026695913677181417 	 0.9964057507987221
2458 6.817486584530741e-07 	 1.0 	 0.02765118952694157 	 0.996305910543131
2459 6.78933364527694e-07 	 1.0 	 0.026557550818363307 	 0.9961062300319489
2460 8.037589672458977e-07 	 1.0 	 0.026217733198196296 	 0.9962060702875399
2461 6.090434969908643e-07 	 1.0 	 0.02627976889704674 	 0.9962060702875399
2462 6.68529346660165e-07 	 1.0 	 0.02778902776532594 	 0.9960063897763578
2463 7.538615019547024e-07 	 1.0 	 0.026832540834318703 	 0.9962060702875399
2464 7.275004813982378e-07 	 1.0 	 0.026768228876221208 	 0.9962060702875399
2465 6.696053003025781e-07 	 1.0 	 0.026918456071603546 	 0.9961062300319489
2466 6.329078622009376e-07 	 1.0 	 0.02695135122019295 	 0.9962060702875399
2467 6.357483913477324e-07 	 1.0 	 0.02714948180190343 	 0.9964057507987221
2468 8.689956749937266e-07 	 1.0 	 0.028454328907409804 	 0.9962060702875399
2469 1.0302007644540367e-06 	 1.0 	 0.026064753251244865 	 0.996305910543131
2470 7.110736641794802e-07 	 1.0 	 0.026326749328537735 	 0.9962060702875399
2471 7.186786630752806e-07 	 1.0 	 0.027865795049503855 	 0.996305910543131
2472 6.675747391304299e-07 	 1.0 	 0.026542167072509733 	 0.9962060702875399
2473 7.619019810861971e-07 	 1.0 	 0.027388706872526123 	 0.9962060702875399
2474 6.678145566236538e-07 	 1.0 	 0.026375699663345565 	 0.9965055910543131
2475 7.981034590957847e-07 	 1.0 	 0.02665357348603423 	 0.9965055910543131
2476 6.777072179292532e-07 	 1.0 	 0.027554688512261928 	 0.9961062300319489
2477 7.326080465561802e-07 	 1.0 	 0.026103441026122835 	 0.9964057507987221
2478 9.443150278444534e-07 	 1.0 	 0.02627774296838288 	 0.9964057507987221
2479 8.042051348826362e-07 	 1.0 	 0.02624158096453796 	 0.9965055910543131
2480 7.131703609744022e-07 	 1.0 	 0.02676677288540811 	 0.9965055910543131
2481 6.732168710951215e-07 	 1.0 	 0.026599347251381043 	 0.9962060702875399
2482 7.088280001005387e-07 	 1.0 	 0.027438131063446062 	 0.9961062300319489
2483 7.283591492992514e-07 	 1.0 	 0.02737324848065088 	 0.9964057507987221
2484 6.366757631180064e-07 	 1.0 	 0.02651501051563649 	 0.9960063897763578
2485 9.104421265973883e-07 	 1.0 	 0.027392485494939858 	 0.9961062300319489
2486 6.890358597415513e-07 	 1.0 	 0.02781422076205583 	 0.9962060702875399
2487 6.45814271821763e-07 	 1.0 	 0.027534729624706402 	 0.9960063897763578
2488 7.702501168739673e-07 	 1.0 	 0.026161713128543162 	 0.996305910543131
2489 7.712081281924554e-07 	 1.0 	 0.027794483565709772 	 0.9962060702875399
2490 7.744703938635666e-07 	 1.0 	 0.027764235653636612 	 0.9962060702875399
2491 6.907910186488664e-07 	 1.0 	 0.027090886221024027 	 0.9964057507987221
2492 2.2318439700916316e-06 	 1.0 	 0.02626565223573713 	 0.996305910543131
2493 7.064477892124898e-07 	 1.0 	 0.02588569762276136 	 0.9964057507987221
2494 7.22826449170384e-07 	 1.0 	 0.02710028750278167 	 0.9960063897763578
2495 6.901849479449141e-07 	 1.0 	 0.027511611965686664 	 0.9959065495207667
2496 7.041472138780591e-07 	 1.0 	 0.02660935114250354 	 0.996305910543131
2497 5.846709904440672e-07 	 1.0 	 0.02766113458591126 	 0.9961062300319489
2498 7.14766028501117e-07 	 1.0 	 0.027591681228573944 	 0.9961062300319489
2499 6.551816241361052e-07 	 1.0 	 0.025248457370383445 	 0.996305910543131
2500 7.128430431646393e-07 	 1.0 	 0.02711498733738296 	 0.9961062300319489
2501 2.218801496699996e-06 	 1.0 	 0.02752620536570864 	 0.9960063897763578
2502 6.690258277689054e-07 	 1.0 	 0.027943830622671504 	 0.9961062300319489
2503 7.670328155172967e-07 	 1.0 	 0.027369284673007446 	 0.9961062300319489
2504 7.412711202053401e-07 	 1.0 	 0.026488497873818077 	 0.9960063897763578
2505 7.162059711131974e-07 	 1.0 	 0.02642970000397796 	 0.9962060702875399
2506 7.016364062286585e-07 	 1.0 	 0.026210594472285065 	 0.9962060702875399
2507 8.151904328109083e-07 	 1.0 	 0.027218744861909106 	 0.9960063897763578
2508 7.298305041895503e-07 	 1.0 	 0.027336007052668712 	 0.9960063897763578
2509 6.377461069062917e-07 	 1.0 	 0.026677519981618217 	 0.9960063897763578
2510 7.440931747412094e-07 	 1.0 	 0.027564504221779192 	 0.9958067092651757
2511 6.378559489768065e-07 	 1.0 	 0.026648227887514874 	 0.9962060702875399
2512 6.511257156583384e-07 	 1.0 	 0.027036056729389992 	 0.9960063897763578
2513 6.450577737490448e-07 	 1.0 	 0.02819838607985994 	 0.9960063897763578
2514 6.877315516646832e-07 	 1.0 	 0.026809446745651683 	 0.9962060702875399
2515 6.61909751230354e-07 	 1.0 	 0.027409523452052775 	 0.9961062300319489
2516 7.034669685896233e-07 	 1.0 	 0.027918050189373565 	 0.9958067092651757
2517 7.363895725376324e-07 	 1.0 	 0.027012426684176066 	 0.9960063897763578
2518 7.262910853837923e-07 	 1.0 	 0.028500919641849018 	 0.9959065495207667
2519 6.912016834692735e-07 	 1.0 	 0.026775061424891 	 0.9960063897763578
2520 7.794775730074832e-07 	 1.0 	 0.027369881245895566 	 0.9960063897763578
2521 6.527489146152732e-07 	 1.0 	 0.027090706034908252 	 0.9961062300319489
2522 6.237623912338109e-07 	 1.0 	 0.026934910465955912 	 0.9961062300319489
2523 6.909811953279643e-07 	 1.0 	 0.02634217950174548 	 0.9962060702875399
2524 7.11217749533688e-07 	 1.0 	 0.025868959815634245 	 0.9964057507987221
2525 6.806683872132169e-07 	 1.0 	 0.027136404051285486 	 0.9961062300319489
2526 8.768451490054474e-07 	 1.0 	 0.026635060268869602 	 0.9962060702875399
2527 8.904871939603254e-07 	 1.0 	 0.027658494040489173 	 0.9961062300319489
2528 7.665758815359425e-07 	 1.0 	 0.026861904431810833 	 0.9961062300319489
2529 7.262948421795556e-07 	 1.0 	 0.02600810527212149 	 0.996305910543131
2530 7.473698749596735e-07 	 1.0 	 0.026872465216936064 	 0.996305910543131
2531 2.5638810489544994e-06 	 1.0 	 0.027152803443375926 	 0.9960063897763578
2532 8.389572574186844e-07 	 1.0 	 0.02745668175014165 	 0.9960063897763578
2533 8.22835701310538e-07 	 1.0 	 0.027477600211853404 	 0.9961062300319489
2534 1.331679182311376e-06 	 1.0 	 0.0288438202419602 	 0.9960063897763578
2535 7.351765061571314e-07 	 1.0 	 0.027341602261896695 	 0.9962060702875399
2536 8.144704269143688e-07 	 1.0 	 0.028023596336881163 	 0.9960063897763578
2537 7.803270598842005e-07 	 1.0 	 0.026415611102634875 	 0.9962060702875399
2538 7.630064057086372e-07 	 1.0 	 0.02757422526301371 	 0.9961062300319489
2539 2.5366230999307503e-06 	 1.0 	 0.027003212471338776 	 0.9961062300319489
2540 7.455900308362117e-07 	 1.0 	 0.027220625934804975 	 0.9961062300319489
2541 7.464575503418302e-07 	 1.0 	 0.027561207029126195 	 0.9960063897763578
2542 1.0980430873189562e-06 	 1.0 	 0.027594976198121905 	 0.9960063897763578
2543 7.23105832457378e-07 	 1.0 	 0.02733874005730659 	 0.9962060702875399
2544 8.634992735248659e-07 	 1.0 	 0.026936584642608865 	 0.9960063897763578
2545 7.576221923507376e-07 	 1.0 	 0.02705370794615728 	 0.9964057507987221
2546 7.733890951890032e-07 	 1.0 	 0.026687190939197407 	 0.9961062300319489
2547 1.471895807924568e-06 	 1.0 	 0.026759870407219617 	 0.996305910543131
2548 8.505755084708255e-07 	 1.0 	 0.028252429841042852 	 0.9959065495207667
2549 7.299008860044864e-07 	 1.0 	 0.027120589000440603 	 0.9964057507987221
2550 7.301108210791085e-07 	 1.0 	 0.027012874619756867 	 0.9959065495207667
2551 6.986915356618795e-07 	 1.0 	 0.02742487803121994 	 0.9961062300319489
2552 9.64139335306271e-07 	 1.0 	 0.027278282253107477 	 0.9959065495207667
2553 6.819154159414609e-07 	 1.0 	 0.026602745639766973 	 0.9964057507987221
2554 1.1772484913379343e-06 	 1.0 	 0.026532537433163125 	 0.9961062300319489
2555 7.028629443598788e-07 	 1.0 	 0.027298120350962435 	 0.9961062300319489
2556 7.34405436288057e-07 	 1.0 	 0.025987671281409115 	 0.9964057507987221
2557 7.449558065594886e-07 	 1.0 	 0.026562330329269905 	 0.9961062300319489
2558 6.547495676343829e-07 	 1.0 	 0.026994334769886056 	 0.9962060702875399
2559 6.797309818882979e-07 	 1.0 	 0.02641823367508992 	 0.9962060702875399
2560 1.2218974310462728e-06 	 1.0 	 0.027387207234999652 	 0.9961062300319489
2561 6.603753819776159e-07 	 1.0 	 0.026985575110977832 	 0.9962060702875399
2562 7.409827472741881e-07 	 1.0 	 0.02700466663712552 	 0.996305910543131
2563 7.876827819053745e-07 	 1.0 	 0.027350818573529008 	 0.9961062300319489
2564 7.354958494155994e-07 	 1.0 	 0.026928793677324366 	 0.9960063897763578
2565 7.896118759771298e-07 	 1.0 	 0.026510319199762055 	 0.9962060702875399
2566 7.530991009249988e-07 	 1.0 	 0.028181774448361605 	 0.9962060702875399
2567 7.235607454583714e-07 	 1.0 	 0.026878857057189346 	 0.9960063897763578
2568 9.478744984727427e-07 	 1.0 	 0.0259883823740126 	 0.9962060702875399
2569 1.1378052148477025e-06 	 1.0 	 0.02634982706417585 	 0.9962060702875399
2570 6.742717449600378e-07 	 1.0 	 0.026849910882894797 	 0.9964057507987221
2571 7.84027011165449e-07 	 1.0 	 0.026535352368050914 	 0.9961062300319489
2572 7.130337837358525e-07 	 1.0 	 0.02660255961494153 	 0.9961062300319489
2573 7.458524576901482e-07 	 1.0 	 0.026646576293534036 	 0.996305910543131
2574 7.199608716247496e-07 	 1.0 	 0.026856525743161015 	 0.9962060702875399
2575 7.051059524087577e-07 	 1.0 	 0.027331630344101052 	 0.9961062300319489
2576 7.84185847556813e-07 	 1.0 	 0.02649373076338485 	 0.9964057507987221
2577 6.889798897154265e-07 	 1.0 	 0.026531123549424274 	 0.9962060702875399
2578 7.497057832844689e-07 	 1.0 	 0.025244319868694465 	 0.9965055910543131
2579 7.349267914887036e-07 	 1.0 	 0.026186121620479133 	 0.996305910543131
2580 7.03051740934768e-07 	 1.0 	 0.027033885772642964 	 0.9961062300319489
2581 6.943342983903733e-07 	 1.0 	 0.02612836928140593 	 0.9961062300319489
2582 7.755689036187619e-07 	 1.0 	 0.026108066523850577 	 0.9960063897763578
2583 6.882781929249404e-07 	 1.0 	 0.02665110374688237 	 0.9961062300319489
2584 7.959092440005122e-07 	 1.0 	 0.0266900829242082 	 0.996305910543131
2585 7.284707684182479e-07 	 1.0 	 0.028557973107277583 	 0.9959065495207667
2586 6.680078105434006e-07 	 1.0 	 0.02737436689217854 	 0.9959065495207667
2587 7.801453050286966e-07 	 1.0 	 0.02719983454607122 	 0.9961062300319489
2588 7.258955508069675e-07 	 1.0 	 0.026340172260211674 	 0.9964057507987221
2589 7.178737170801241e-07 	 1.0 	 0.026879263627167672 	 0.9961062300319489
2590 6.712590348968206e-07 	 1.0 	 0.025927618074190858 	 0.9966054313099042
2591 6.900510433045782e-07 	 1.0 	 0.026704705371275533 	 0.996305910543131
2592 6.906165520470608e-07 	 1.0 	 0.026400490683119626 	 0.9965055910543131
2593 7.621740674923672e-07 	 1.0 	 0.0270997865380819 	 0.9962060702875399
2594 7.677584895800749e-07 	 1.0 	 0.02667696935995911 	 0.9962060702875399
2595 7.581507835460854e-07 	 1.0 	 0.02679373795606604 	 0.996305910543131
2596 6.738748394604954e-07 	 1.0 	 0.026905047487740367 	 0.9962060702875399
2597 7.169175844224185e-07 	 1.0 	 0.026597112397123254 	 0.996305910543131
2598 6.508440494670254e-07 	 1.0 	 0.026526262633965687 	 0.9962060702875399
2599 7.898124969291587e-07 	 1.0 	 0.0269431648607187 	 0.9961062300319489
2600 6.531977756299057e-07 	 1.0 	 0.02687143652017673 	 0.9960063897763578
2601 6.663546813634014e-07 	 1.0 	 0.02639323136208594 	 0.996305910543131
2602 6.873755322378372e-07 	 1.0 	 0.026600342699338208 	 0.9961062300319489
2603 6.584026820905819e-07 	 1.0 	 0.026475976386970884 	 0.9962060702875399
2604 6.899028702777344e-07 	 1.0 	 0.026531592857191852 	 0.996305910543131
2605 8.189174412545697e-07 	 1.0 	 0.026525337938346147 	 0.9962060702875399
2606 6.193304580446579e-07 	 1.0 	 0.02709873574620825 	 0.996305910543131
2607 6.966266814409039e-07 	 1.0 	 0.025525332284007433 	 0.9965055910543131
2608 8.809847273663251e-07 	 1.0 	 0.026226581830261494 	 0.9965055910543131
2609 6.789402889587848e-07 	 1.0 	 0.02551940586630964 	 0.9965055910543131
2610 7.125236288490556e-07 	 1.0 	 0.02618865735191987 	 0.9962060702875399
2611 7.973047289188173e-07 	 1.0 	 0.02567387207659826 	 0.9964057507987221
2612 8.13746814158094e-07 	 1.0 	 0.026917186241810758 	 0.996305910543131
2613 7.843245396745147e-07 	 1.0 	 0.02684287083100315 	 0.9962060702875399
2614 6.633995436259e-07 	 1.0 	 0.025968024732474684 	 0.9961062300319489
2615 6.418515601062324e-07 	 1.0 	 0.026738653285223696 	 0.9962060702875399
2616 6.118037769792295e-07 	 1.0 	 0.02656002396595123 	 0.996305910543131
2617 6.236289843718623e-07 	 1.0 	 0.026361880042161723 	 0.9962060702875399
2618 8.058264643503321e-07 	 1.0 	 0.026737316893342047 	 0.9962060702875399
2619 6.799960173013631e-07 	 1.0 	 0.027158247806968457 	 0.9962060702875399
2620 1.037264208195694e-06 	 1.0 	 0.027009746307019373 	 0.996305910543131
2621 6.6144927383462e-07 	 1.0 	 0.02652167028112167 	 0.9962060702875399
2622 7.634977122701514e-07 	 1.0 	 0.026127522948987195 	 0.9964057507987221
2623 7.83379569004694e-07 	 1.0 	 0.02643972891407643 	 0.9960063897763578
2624 7.674703191885613e-07 	 1.0 	 0.026278860124178315 	 0.996305910543131
2625 7.187627760920635e-07 	 1.0 	 0.026229730385148024 	 0.996305910543131
2626 5.811120598363573e-07 	 1.0 	 0.027753229397742774 	 0.9961062300319489
2627 7.743212493367935e-07 	 1.0 	 0.026176288854682178 	 0.9962060702875399
2628 8.214642241291869e-07 	 1.0 	 0.02772944447374236 	 0.9961062300319489
2629 6.067735909772409e-07 	 1.0 	 0.026705031781566812 	 0.9960063897763578
2630 7.112482811749033e-07 	 1.0 	 0.026039933483971725 	 0.9962060702875399
2631 6.281845544575049e-07 	 1.0 	 0.025666738112235903 	 0.996305910543131
2632 7.294339422222151e-07 	 1.0 	 0.026195991264297256 	 0.9961062300319489
2633 6.398830082729034e-07 	 1.0 	 0.027112375889984414 	 0.9960063897763578
2634 7.731948557247392e-07 	 1.0 	 0.02799234388822118 	 0.996305910543131
2635 6.562200870203583e-07 	 1.0 	 0.02804431304070567 	 0.9960063897763578
2636 7.274473142429372e-07 	 1.0 	 0.027024912715386706 	 0.9961062300319489
2637 6.494480851556261e-07 	 1.0 	 0.02657863965566929 	 0.996305910543131
2638 6.264481832080548e-07 	 1.0 	 0.02669480179510794 	 0.9961062300319489
2639 6.378621462839362e-07 	 1.0 	 0.02668042934871592 	 0.996305910543131
2640 7.926399945243645e-07 	 1.0 	 0.02713667388669011 	 0.9961062300319489
2641 6.885940759649145e-07 	 1.0 	 0.02682757110012742 	 0.9960063897763578
2642 6.977530508858365e-07 	 1.0 	 0.026922777314680197 	 0.9961062300319489
2643 8.276717586686288e-07 	 1.0 	 0.02752637510821443 	 0.9961062300319489
2644 6.408524308309893e-07 	 1.0 	 0.027506394409283676 	 0.9959065495207667
2645 7.023254152225888e-07 	 1.0 	 0.02717501859997851 	 0.9962060702875399
2646 5.713202568691145e-07 	 1.0 	 0.025985801021019123 	 0.9965055910543131
2647 6.930848026794933e-07 	 1.0 	 0.027047647849547087 	 0.996305910543131
2648 7.012620323693852e-07 	 1.0 	 0.02808555261810878 	 0.9959065495207667
2649 8.458259499312249e-07 	 1.0 	 0.025897285672794708 	 0.9961062300319489
2650 8.453363037129691e-07 	 1.0 	 0.0270994665096285 	 0.9960063897763578
2651 7.082358944819589e-07 	 1.0 	 0.025840213806779255 	 0.9964057507987221
2652 6.748909590008623e-07 	 1.0 	 0.02701891572051473 	 0.9961062300319489
2653 6.233550390012965e-07 	 1.0 	 0.026303728522496787 	 0.996305910543131
2654 6.217823263274625e-07 	 1.0 	 0.025825929925939205 	 0.9962060702875399
2655 7.425739270809117e-07 	 1.0 	 0.026374826675042366 	 0.996305910543131
2656 6.647581805206925e-07 	 1.0 	 0.026130918025758294 	 0.9964057507987221
2657 6.927201850035658e-07 	 1.0 	 0.027494121178609096 	 0.9961062300319489
2658 8.308333024150727e-07 	 1.0 	 0.026339872624585887 	 0.9961062300319489
2659 6.476748584776714e-07 	 1.0 	 0.02628704305774203 	 0.9962060702875399
2660 6.24454338280458e-07 	 1.0 	 0.02656248400174815 	 0.9960063897763578
2661 7.017213187810966e-07 	 1.0 	 0.026629151647749694 	 0.9961062300319489
